task,sample_id,correct,model,e2_type,e3_type,entity,question,expected_answer,model_answer
second_hop_semi_synthetic,ancient_cities_continent_Tyre,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,continent,Tyre,On which continent is Tyre located?,Asia,Asia
second_hop_semi_synthetic,ancient_cities_continent_Ur,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,continent,Ur,On which continent is Ur located?,Asia,Asia
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Alexandria,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Alexandria,In which century BC was Alexandria founded?,4,Ptolemaic
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Antioch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Antioch,In which century BC was Antioch founded?,4,4th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Athens,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Athens,In which century BC was Athens founded?,13,5th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Babylon,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Babylon,In which century BC was Babylon founded?,23,6th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Carthage,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Carthage,In which century BC was Carthage founded?,9,9th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Constantinople,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Constantinople,In which century BC was Constantinople founded?,7,Byzantium
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Corinth,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Corinth,In which century BC was Corinth founded?,8,8th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Damascus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Damascus,In which century BC was Damascus founded?,11,3rd
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Ephesus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Ephesus,In which century BC was Ephesus founded?,10,7th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Jerusalem,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Jerusalem,In which century BC was Jerusalem founded?,18,10th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Memphis,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Memphis,In which century BC was Memphis founded?,32,Thirtieth.
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Nineveh,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Nineveh,In which century BC was Nineveh founded?,25,7th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Pergamon,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Pergamon,In which century BC was Pergamon founded?,5,2nd
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Persepolis,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Persepolis,In which century BC was Persepolis founded?,6,6th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Rome,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Rome,In which century BC was Rome founded?,8,8th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Sparta,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Sparta,In which century BC was Sparta founded?,9,7th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Syracuse,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Syracuse,In which century BC was Syracuse founded?,8,8th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Thebes,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Thebes,In which century BC was Thebes founded?,32,8th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Tyre,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Tyre,In which century BC was Tyre founded?,28,14th
second_hop_semi_synthetic,ancient_cities_founding_century_bc_Ur,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,founding_century_bc,Ur,In which century BC was Ur founded?,40,3rd
second_hop_semi_synthetic,ancient_cities_modern_country_Alexandria,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Alexandria,In which modern country is Alexandria located?,Egypt,Egypt
second_hop_semi_synthetic,ancient_cities_modern_country_Antioch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Antioch,In which modern country is Antioch located?,Turkey,Turkey
second_hop_semi_synthetic,ancient_cities_modern_country_Athens,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Athens,In which modern country is Athens located?,Greece,Greece
second_hop_semi_synthetic,ancient_cities_modern_country_Babylon,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Babylon,In which modern country is Babylon located?,Iraq,Iraq
second_hop_semi_synthetic,ancient_cities_modern_country_Carthage,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Carthage,In which modern country is Carthage located?,Tunisia,Tunisia
second_hop_semi_synthetic,ancient_cities_modern_country_Constantinople,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Constantinople,In which modern country is Constantinople located?,Turkey,Turkey
second_hop_semi_synthetic,ancient_cities_modern_country_Corinth,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Corinth,In which modern country is Corinth located?,Greece,Greece
second_hop_semi_synthetic,ancient_cities_modern_country_Damascus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Damascus,In which modern country is Damascus located?,Syria,Syria
second_hop_semi_synthetic,ancient_cities_modern_country_Ephesus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Ephesus,In which modern country is Ephesus located?,Turkey,Turkey.
second_hop_semi_synthetic,ancient_cities_modern_country_Jerusalem,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Jerusalem,In which modern country is Jerusalem located?,Israel,Israel
second_hop_semi_synthetic,ancient_cities_modern_country_Memphis,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Memphis,In which modern country is Memphis located?,Egypt,Egypt
second_hop_semi_synthetic,ancient_cities_modern_country_Nineveh,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Nineveh,In which modern country is Nineveh located?,Iraq,Iraq
second_hop_semi_synthetic,ancient_cities_modern_country_Pergamon,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Pergamon,In which modern country is Pergamon located?,Turkey,Turkey.
second_hop_semi_synthetic,ancient_cities_modern_country_Persepolis,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Persepolis,In which modern country is Persepolis located?,Iran,Iran
second_hop_semi_synthetic,ancient_cities_modern_country_Rome,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Rome,In which modern country is Rome located?,Italy,Italy
second_hop_semi_synthetic,ancient_cities_modern_country_Sparta,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Sparta,In which modern country is Sparta located?,Greece,Greece
second_hop_semi_synthetic,ancient_cities_modern_country_Syracuse,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Syracuse,In which modern country is Syracuse located?,Italy,Italy
second_hop_semi_synthetic,ancient_cities_modern_country_Thebes,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Thebes,In which modern country is Thebes located?,Egypt,Greece
second_hop_semi_synthetic,ancient_cities_modern_country_Tyre,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Tyre,In which modern country is Tyre located?,Lebanon,Lebanon
second_hop_semi_synthetic,ancient_cities_modern_country_Ur,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,ancient_cities,modern_country,Ur,In which modern country is Ur located?,Iraq,Iraq
second_hop_semi_synthetic,bridges_city_Brooklyn Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Brooklyn Bridge,In which city is Brooklyn Bridge located?,New York,New York
second_hop_semi_synthetic,bridges_city_Charles Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Charles Bridge,In which city is Charles Bridge located?,Prague,Prague
second_hop_semi_synthetic,bridges_city_Erasmusbrug,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Erasmusbrug,In which city is Erasmusbrug located?,Rotterdam,Rotterdam
second_hop_semi_synthetic,bridges_city_Forth Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Forth Bridge,In which city is Forth Bridge located?,Edinburgh,Edinburgh.
second_hop_semi_synthetic,bridges_city_Golden Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Golden Gate Bridge,In which city is Golden Gate Bridge located?,San Francisco,San Francisco
second_hop_semi_synthetic,bridges_city_Harbour Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Harbour Bridge,In which city is Harbour Bridge located?,Auckland,Sydney
second_hop_semi_synthetic,bridges_city_Helix Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Helix Bridge,In which city is Helix Bridge located?,Singapore,Singapore.
second_hop_semi_synthetic,bridges_city_Khaju Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Khaju Bridge,In which city is Khaju Bridge located?,Isfahan,Isfahan
second_hop_semi_synthetic,bridges_city_Lions Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Lions Gate Bridge,In which city is Lions Gate Bridge located?,Vancouver,Vancouver
second_hop_semi_synthetic,bridges_city_Millau Viaduct,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Millau Viaduct,In which city is Millau Viaduct located?,Millau,Millau
second_hop_semi_synthetic,bridges_city_Oresund Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Oresund Bridge,In which city is Oresund Bridge located?,Malmo,Copenhagen.
second_hop_semi_synthetic,bridges_city_Ponte Dom Luis I,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Ponte Dom Luis I,In which city is Ponte Dom Luis I located?,Porto,Ponte Dom Luis I
second_hop_semi_synthetic,bridges_city_Ponte Vecchio,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Ponte Vecchio,In which city is Ponte Vecchio located?,Florence,Florence
second_hop_semi_synthetic,bridges_city_Rialto Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Rialto Bridge,In which city is Rialto Bridge located?,Venice,Venice
second_hop_semi_synthetic,bridges_city_Stari Most,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Stari Most,In which city is Stari Most located?,Mostar,Mostar
second_hop_semi_synthetic,bridges_city_Sydney Harbour Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Sydney Harbour Bridge,In which city is Sydney Harbour Bridge located?,Sydney,Sydney
second_hop_semi_synthetic,bridges_city_Szechenyi Chain Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Szechenyi Chain Bridge,In which city is Szechenyi Chain Bridge located?,Budapest,Budapest.
second_hop_semi_synthetic,bridges_city_Tower Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Tower Bridge,In which city is Tower Bridge located?,London,London.
second_hop_semi_synthetic,bridges_city_Tsing Ma Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Tsing Ma Bridge,In which city is Tsing Ma Bridge located?,Hong Kong,Hong Kong.
second_hop_semi_synthetic,bridges_city_Vasco da Gama Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,city,Vasco da Gama Bridge,In which city is Vasco da Gama Bridge located?,Lisbon,Lisbon.
second_hop_semi_synthetic,bridges_completion_year_Brooklyn Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Brooklyn Bridge,In what year was Brooklyn Bridge completed?,1883,1883
second_hop_semi_synthetic,bridges_completion_year_Charles Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Charles Bridge,In what year was Charles Bridge completed?,1402,1357
second_hop_semi_synthetic,bridges_completion_year_Erasmusbrug,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Erasmusbrug,In what year was Erasmusbrug completed?,1996,2005
second_hop_semi_synthetic,bridges_completion_year_Forth Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Forth Bridge,In what year was Forth Bridge completed?,1890,1890
second_hop_semi_synthetic,bridges_completion_year_Golden Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Golden Gate Bridge,In what year was Golden Gate Bridge completed?,1937,1937
second_hop_semi_synthetic,bridges_completion_year_Harbour Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Harbour Bridge,In what year was Harbour Bridge completed?,1991,Sydney Harbour Bridge
second_hop_semi_synthetic,bridges_completion_year_Helix Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Helix Bridge,In what year was Helix Bridge completed?,2010,2010
second_hop_semi_synthetic,bridges_completion_year_Khaju Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Khaju Bridge,In what year was Khaju Bridge completed?,1650,1650
second_hop_semi_synthetic,bridges_completion_year_Lions Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Lions Gate Bridge,In what year was Lions Gate Bridge completed?,1938,1938
second_hop_semi_synthetic,bridges_completion_year_Millau Viaduct,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Millau Viaduct,In what year was Millau Viaduct completed?,2004,2004
second_hop_semi_synthetic,bridges_completion_year_Oresund Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Oresund Bridge,In what year was Oresund Bridge completed?,2000,2000
second_hop_semi_synthetic,bridges_completion_year_Ponte Dom Luis I,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Ponte Dom Luis I,In what year was Ponte Dom Luis I completed?,1886,1886
second_hop_semi_synthetic,bridges_completion_year_Ponte Vecchio,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Ponte Vecchio,In what year was Ponte Vecchio completed?,1345,1345
second_hop_semi_synthetic,bridges_completion_year_Rialto Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Rialto Bridge,In what year was Rialto Bridge completed?,1591,1591
second_hop_semi_synthetic,bridges_completion_year_Stari Most,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Stari Most,In what year was Stari Most completed?,1566,1996
second_hop_semi_synthetic,bridges_completion_year_Sydney Harbour Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Sydney Harbour Bridge,In what year was Sydney Harbour Bridge completed?,1932,1932
second_hop_semi_synthetic,bridges_completion_year_Szechenyi Chain Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Szechenyi Chain Bridge,In what year was Szechenyi Chain Bridge completed?,1849,1849
second_hop_semi_synthetic,bridges_completion_year_Tower Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Tower Bridge,In what year was Tower Bridge completed?,1894,1894
second_hop_semi_synthetic,bridges_completion_year_Tsing Ma Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Tsing Ma Bridge,In what year was Tsing Ma Bridge completed?,1997,1997
second_hop_semi_synthetic,bridges_completion_year_Vasco da Gama Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,completion_year,Vasco da Gama Bridge,In what year was Vasco da Gama Bridge completed?,1998,1998
second_hop_semi_synthetic,bridges_country_Brooklyn Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Brooklyn Bridge,In which country is Brooklyn Bridge located?,USA,United States
second_hop_semi_synthetic,bridges_country_Charles Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Charles Bridge,In which country is Charles Bridge located?,Czech Republic,Czech Republic.
second_hop_semi_synthetic,bridges_country_Erasmusbrug,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Erasmusbrug,In which country is Erasmusbrug located?,Netherlands,Netherlands
second_hop_semi_synthetic,bridges_country_Forth Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Forth Bridge,In which country is Forth Bridge located?,United Kingdom,Scotland
second_hop_semi_synthetic,bridges_country_Golden Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Golden Gate Bridge,In which country is Golden Gate Bridge located?,USA,United States
second_hop_semi_synthetic,bridges_country_Harbour Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Harbour Bridge,In which country is Harbour Bridge located?,New Zealand,Australia
second_hop_semi_synthetic,bridges_country_Helix Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Helix Bridge,In which country is Helix Bridge located?,Singapore,Singapore
second_hop_semi_synthetic,bridges_country_Khaju Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Khaju Bridge,In which country is Khaju Bridge located?,Iran,Iran
second_hop_semi_synthetic,bridges_country_Lions Gate Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Lions Gate Bridge,In which country is Lions Gate Bridge located?,Canada,Canada
second_hop_semi_synthetic,bridges_country_Millau Viaduct,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Millau Viaduct,In which country is Millau Viaduct located?,France,France
second_hop_semi_synthetic,bridges_country_Oresund Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Oresund Bridge,In which country is Oresund Bridge located?,Sweden,Denmark
second_hop_semi_synthetic,bridges_country_Ponte Dom Luis I,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Ponte Dom Luis I,In which country is Ponte Dom Luis I located?,Portugal,Portugal.
second_hop_semi_synthetic,bridges_country_Ponte Vecchio,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Ponte Vecchio,In which country is Ponte Vecchio located?,Italy,Italy
second_hop_semi_synthetic,bridges_country_Rialto Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Rialto Bridge,In which country is Rialto Bridge located?,Italy,Italy
second_hop_semi_synthetic,bridges_country_Stari Most,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Stari Most,In which country is Stari Most located?,Bosnia,Bosnia and Herzegovina.
second_hop_semi_synthetic,bridges_country_Sydney Harbour Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Sydney Harbour Bridge,In which country is Sydney Harbour Bridge located?,Australia,Australia
second_hop_semi_synthetic,bridges_country_Szechenyi Chain Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Szechenyi Chain Bridge,In which country is Szechenyi Chain Bridge located?,Hungary,Hungary.
second_hop_semi_synthetic,bridges_country_Tower Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Tower Bridge,In which country is Tower Bridge located?,United Kingdom,United Kingdom
second_hop_semi_synthetic,bridges_country_Tsing Ma Bridge,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Tsing Ma Bridge,In which country is Tsing Ma Bridge located?,China,Hong Kong.
second_hop_semi_synthetic,bridges_country_Vasco da Gama Bridge,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,bridges,country,Vasco da Gama Bridge,In which country is Vasco da Gama Bridge located?,Portugal,Portugal.
second_hop_semi_synthetic,cathedrals_architectural_style_Burgos Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Burgos Cathedral,What is the architectural style of Burgos Cathedral?,Gothic,Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Canterbury Cathedral,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Canterbury Cathedral,What is the architectural style of Canterbury Cathedral?,Romanesque,Perpendicular.
second_hop_semi_synthetic,cathedrals_architectural_style_Chartres Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Chartres Cathedral,What is the architectural style of Chartres Cathedral?,Gothic,Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Cologne Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Cologne Cathedral,What is the architectural style of Cologne Cathedral?,Gothic,Rhenish Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Duomo di Pisa,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Duomo di Pisa,What is the architectural style of Duomo di Pisa?,Romanesque,Romanesque
second_hop_semi_synthetic,cathedrals_architectural_style_Florence Cathedral,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Florence Cathedral,What is the architectural style of Florence Cathedral?,Gothic,Renaissance Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Milan Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Milan Cathedral,What is the architectural style of Milan Cathedral?,Gothic,Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Notre Dame,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Notre Dame,What is the architectural style of Notre Dame?,Gothic,Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Reims Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Reims Cathedral,What is the architectural style of Reims Cathedral?,Gothic,Gothic.
second_hop_semi_synthetic,cathedrals_architectural_style_Salisbury Cathedral,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,cathedrals,architectural_style,Salisbury Cathedral,What is the architectural style of Salisbury Cathedral?,Gothic,Perpendicular.
